Date,MMM,American Express,Boeing,Caterpillar,Coca Cola,IBM,Intel,J&J,JPMorgan,McDonalds,Merck & Co.,Microsoft,Procter & Gamble,The Home Depot,Walmart,Walt Disney,DJIA
12/21/1999,26.03,33.79,24.97,12.3,15.84,61.67,25.19,25.81,26.15,24.09,26.65,36.61,28.97,40.85,43.18,21.98,11200.54
12/22/1999,26.12,33.27,25.42,12.02,15.86,60.48,25.08,25.97,26.11,23.76,27.1,37.14,30.22,41.07,43.77,22.42,11203.6
12/23/1999,26.33,34.1,26.59,12.42,16.06,60.83,25.27,27.1,27.02,23.44,28.14,37.1,30.36,41.42,44.89,22.51,11405.76
12/27/1999,26.53,33.89,26.75,12.87,16.13,61.46,25.86,27.72,26.67,23.62,28.44,37.64,30.83,41.71,46.27,22.66,11391.08
12/28/1999,27.41,34.64,26.67,13.19,16.03,61.49,25.23,27.07,26.65,23.51,28.14,37.12,30.43,42.49,46.18,22.42,11476.71
12/29/1999,27.59,35.44,26.46,12.89,15.97,61.04,25.5,26.22,27.04,23.26,27.53,37.26,30.32,43.02,44.89,22.13,11484.66
12/30/1999,27.27,35.49,26.63,12.75,15.84,60.9,25.44,26.52,27.22,23.04,27.35,37.16,30.39,42.73,45.18,22.51,11452.86
12/31/1999,27.69,35.6,26.75,13.05,15.79,60.41,25.02,26.45,27.09,23.33,27.1,36.89,30.38,43.98,46.06,22.61,11497.12
1/3/2000,26.7,33.67,25.94,13.48,15.28,64.96,26.45,26.15,25.41,22.93,27.28,36.83,29.72,41.7,44.52,23.09,11357.51
1/4/2000,25.64,32.4,25.9,13.31,15.3,62.75,25.21,25.19,24.85,22.46,26.32,35.58,29.15,39.5,42.85,24.45,10997.93
1/5/2000,26.38,31.59,27.51,13.62,15.43,64.96,25.42,25.46,24.7,22.82,27.35,35.96,28.59,40.3,41.98,25.46,11122.65
1/6/2000,28.51,32.23,27.8,14.31,15.45,63.84,23.94,26.25,25.05,22.5,27.58,34.75,29.91,38.38,42.44,24.45,11253.26
1/7/2000,29.07,32.7,28.6,14.78,16.47,63.56,24.93,27.37,25.51,23.08,30.23,35.21,32.3,40.62,45.64,24.06,11522.56
1/10/2000,28.93,33.15,28.2,14.29,15.94,66.08,26.07,26.68,25.07,23.18,29.35,35.47,32.14,40.42,44.81,27.73,11572.2
1/11/2000,28.43,33.46,27.68,14.07,16.48,66.64,27.27,26.77,24.48,23.73,29.45,34.56,32.65,39.38,44.14,28.02,11511.08
1/12/2000,28.51,33.29,27.8,14.31,16.67,66.92,27.74,26.52,24.63,24.74,30.03,33.43,32.44,39.06,43.35,26.04,11551.1
1/13/2000,28.51,33.46,27.35,14.47,16.41,66.22,27.68,26.48,25.01,24.49,30.15,34.06,31.88,39.74,43.39,26.91,11582.43
1/14/2000,28.1,34.21,28.4,14.4,16.55,66.99,31.33,26.57,25.9,24.66,29.9,35.47,32.44,39.62,42.98,25.94,11722.98
1/18/2000,27.48,32.51,29.05,13.93,17.62,64.82,31.05,25.9,24.9,24.02,28.56,36.43,32.42,38.7,43.68,26.67,11560.72
1/19/2000,27.96,31.95,30.74,13.76,17.69,66.92,30.42,25.99,25.99,24.52,28.84,33.81,32.07,39.58,42.69,26.86,11489.36
1/20/2000,26.91,32.48,30.01,13.15,17.85,66.64,29.07,26.08,25.97,24.63,29.42,33.49,31.29,38.9,42.23,25.99,11351.3
1/21/2000,26.86,32.54,29.49,13.22,18.13,68.04,29.77,25.49,25.57,23.76,29.22,32.78,28.55,38.38,41.6,25.32,11251.71
1/24/2000,26.24,32.6,28.6,12.64,17.58,68.04,30.04,23.74,25.6,22.86,28.34,31.99,28.67,37.1,39.56,25.75,11008.17
1/25/2000,25.85,33.97,29.49,12.17,17.85,66.71,30.88,24.18,26.17,23.04,28.59,32.48,27.11,35.9,40.73,28.99,11029.89
1/26/2000,27.25,34.27,29.81,12.54,17.09,65.38,29.34,23.68,27.5,20.69,29.37,31.4,27.97,36.7,41.27,28.31,11032.99
1/27/2000,27.23,34.95,29.09,12.43,16.13,63.56,29.83,22.83,28.29,21.77,29.9,31.2,28.93,37.26,39.4,28.7,11028.02
1/28/2000,26.1,33.94,28.8,12.13,15.43,62.47,28.58,23.97,26.89,21.27,30.81,31.04,27.89,35.58,36.73,28.41,10738.87
1/31/2000,26.49,35.34,28.72,11.84,15.57,62.86,30.08,24.41,28.29,21.63,31.72,30.92,28.1,36.22,36.48,28.07,10940.53
2/1/2000,26.63,36.25,28.24,12.05,15.75,61.6,30.84,24.06,29.37,21.19,30.98,32.52,27.66,39.66,39.1,27.83,11041.05
2/2/2000,26.17,35.22,28.8,12.12,15.28,63.56,30.42,24.21,28.88,20.54,31.01,31.85,27.42,38.86,38.9,28.79,11003.2
2/3/2000,25.94,34.94,28.04,11.8,14.98,65.59,31.68,23.63,29.17,20.25,30.76,32.74,27.19,38.7,38.9,29.28,11013.44
2/4/2000,25.2,34.63,28.4,11.8,15.25,64.75,31.85,23.29,28.66,20.33,30.28,33.67,26.34,39.1,37.52,29.47,10963.8
2/7/2000,24.79,34.84,26.99,11.51,15.42,63.91,32.82,23.1,28.82,20.22,30.35,33.69,25.92,37.74,37.15,29.37,10905.79
2/8/2000,24.81,34.96,26.46,11.44,15.5,66.6,33.09,23.28,29.83,21.01,30.43,34.73,26.62,39.02,39.65,29.04,10957.6
2/9/2000,24.79,33.58,25.26,10.91,15.45,65.8,31.82,22.69,29.06,20.76,28.79,32.86,26.13,37.58,38.52,29.13,10699.16
2/10/2000,24.33,33.14,25.75,10.62,15.36,66.78,32.73,22.12,29.15,20.54,27.83,33.49,25.42,38.1,37.98,28.55,10643.63
2/11/2000,23.47,32.93,25.83,10.04,15.06,64.68,32.2,22.04,28.97,20.22,26.32,31.57,26.06,38.42,37.35,29.28,10425.21
2/14/2000,23.45,33.03,24.77,10.78,14.67,65.06,33.41,22.1,27.72,19.6,26.65,31.48,25.54,38.58,39.23,28.6,10519.84
2/15/2000,25.22,34.13,24.94,11.16,15.09,65.66,34.06,22.68,28.42,19.53,26.47,31.14,26.62,38.22,38.65,28.5,10718.09
2/16/2000,24.99,33,24.13,10.93,14.52,64.89,32.6,22.72,27.88,19.31,26.42,30.84,26.15,36.62,35.15,28.55,10561.41
2/17/2000,25.36,31.73,24.29,10.79,14.18,65.45,33.45,22.54,27.48,19.53,25.51,31.48,26.18,34.86,32.23,28.21,10514.57
2/18/2000,24.77,29.65,23.32,10.51,13.92,63.06,32.04,22.04,26.21,18.81,25.01,30.03,26.03,34.38,31.82,27.44,10219.52
2/22/2000,25.5,29.84,25.18,10.69,14.03,62.22,32.46,22.38,27.09,18.7,26.42,29.64,25.82,34.3,32.07,25.8,10304.84
2/23/2000,26.29,29.63,24.05,10.55,13.89,60.96,33.17,21.67,27.13,18.88,25.46,29.78,25.19,35.06,31.32,26.38,10225.73
2/24/2000,25.91,27.89,23.68,10.11,13.5,61.94,34.74,20.99,26.65,18.16,25.01,29.94,24.6,33.94,31.9,25.65,10092.63
2/25/2000,24.42,26.76,24.49,10.04,13.2,60.54,34.44,20.49,26.6,17.94,24.28,28.85,23.67,33.9,29.65,23.96,9862.12
2/28/2000,24.61,28.45,23.96,0,13.37,58.58,34.17,20.71,27.33,18.01,24.83,28.93,24.57,36.34,30.77,25.32,10038.65
2/29/2000,25.11,28.78,23.92,9.78,13.18,57.6,34.36,20.49,27.92,18.37,24.83,28.24,24.43,36.78,32.48,26.28,10128.31
3/1/2000,24.53,29.06,23.52,9.73,13.82,56.2,35.24,20.89,28.75,18.08,24.32,28.69,24.53,35.58,32.65,26.81,10137.93
3/2/2000,24.51,28.65,23.28,9.61,13.45,57.81,35.2,20.98,28.25,17.87,24.02,29.5,24.27,35.26,33.69,26.67,10164.92
3/3/2000,25.49,28.64,23.28,10.15,13.59,60.54,36.26,20.92,28.45,18.7,23.31,30.37,24.59,34.86,35.06,28.21,10367.2
3/6/2000,24.85,27.72,22.75,10.23,13.28,57.77,35.69,20.07,29.26,18.27,22.9,28.63,24.31,34.46,33.65,27.83,10170.5
3/7/2000,23.56,27.11,22.51,9.43,12.77,57.74,35.2,19.5,28.69,17.29,21.87,29.34,16.96,33.53,31.69,27.83,9796.03
3/8/2000,23.51,26.33,21.62,9.75,12.87,59.56,34.95,20.21,27.7,17.79,23.03,30.19,16.12,33.61,32.19,27.01,9856.53
3/9/2000,23.05,26.33,21.86,9.83,12.67,60.54,36,20.69,28.45,18.52,24.78,31.59,16.05,35.41,32.61,28.02,10010.73
3/10/2000,23.21,27.17,20.97,9.96,12.33,59,36.55,20.17,27.59,18.37,24.15,31.91,14.94,34.25,31.94,27.15,9928.82
3/13/2000,22.5,27.15,21.13,9.94,11.9,60.37,37.14,19.93,28.07,18.77,23.11,30.96,15.92,33.93,31.77,27.01,9947.13
3/14/2000,22.53,27.55,21.41,9.99,11.78,60.89,35.85,20.71,27.7,17.65,22.9,30.05,15.5,33.49,31.82,26.38,9811.24
3/15/2000,23.49,28.5,22.59,10.67,12.94,59.98,36.55,21.9,29.15,18.81,24.25,30.13,16.26,36.49,34.36,26.91,10131.41
3/16/2000,25.08,30.83,23.07,11.35,13.53,61.1,38.03,22.72,31.6,19.71,26.35,30.13,16.65,39.37,36.44,27.3,10630.6
3/17/2000,24.45,30.81,24.61,11.05,13.36,61.66,39.49,22.65,31.91,19.57,25.44,31.4,16.02,40.45,37.19,28.46,10595.23
3/20/2000,24.77,30.46,23.96,10.74,13.21,63.2,41.05,22.58,30.35,20,24.98,30.77,16.16,40.73,36.78,30.49,10680.24
3/21/2000,25.75,31.29,23.68,11.11,13.45,63.63,42.1,22.84,32.26,20.4,25.92,32.46,15.85,40.65,37.78,30.29,10907.34
3/22/2000,24.49,31.69,23.48,10.86,12.8,64.05,43.81,23.41,32.11,20.4,26.12,32.62,15.85,40.37,36.94,31.31,10866.7
3/23/2000,24.77,33.46,22.75,11.04,12.79,64.61,43.37,22.77,34.54,20.36,25.49,35.35,15.62,41.05,36.03,32.13,11119.86
3/24/2000,25.88,33.38,23.32,11.02,12.79,67.62,42.29,20.57,33.73,20.15,25.03,35.29,15.69,41.21,37.03,32.03,11112.72
3/27/2000,25.24,32.28,24.05,10.9,12.31,71.12,43.39,19.85,33.2,20.11,24.78,32.88,15.36,41.21,36.98,32.27,11025.85
3/28/2000,25.31,32.71,24.61,10.69,12.21,68.67,41.26,20.49,33.05,20.33,24.96,32.96,15.85,40.97,36.36,31.65,10936.11
3/29/2000,24.95,32.52,24.53,10.88,12.75,66.71,40.1,20.23,31.69,21.3,25.94,33.87,16.32,43.85,39.19,31.55,11018.72
3/30/2000,25.34,31.96,25.02,11.37,13.21,68.81,38.62,20.14,30.51,21.77,25.97,32.66,16.12,42.89,39.36,31.11,10980.25
3/31/2000,25.22,31.95,24.49,11,12.77,66.36,40.12,20,30.57,21.63,25.18,33.57,15.78,41.29,37.69,31.89,10921.92
4/3/2000,26.16,33.35,24.09,11.68,13.42,68.39,39.72,20.57,32.43,22.28,27.06,28.71,16.54,43.53,40.82,32.32,11221.93
4/4/2000,26.47,31.53,24.17,12.12,14.25,67.93,40.37,21.85,30.58,22.3,27.44,27.98,17.65,41.37,40.03,31.79,11164.84
4/5/2000,25.95,31,23.36,11.84,12.96,70.07,39.49,22.06,30.44,22.32,27.67,27.29,17.11,40.97,38.86,30.92,11033.92
4/6/2000,26.59,30.24,23.4,11.8,12.45,68.81,39.48,21.31,30.82,21.41,26.58,27.17,17.44,42.21,40.78,31.26,11114.27
4/7/2000,26.09,29.83,23.11,11.54,12.57,69.02,41.6,21.08,30.44,21.41,26.55,28.14,17.64,41.05,41.03,31.69,11111.48
4/10/2000,26.41,30.71,22.71,11.56,12.24,68.46,39.88,21.63,31.06,21.05,26.91,27.19,18.35,42.69,42.41,31.94,11186.56
4/11/2000,27.18,31.14,23.11,11.73,12.84,66.92,39.76,22.27,30.31,21.81,27.29,26.5,18.47,43.13,42.28,32.85,11287.08
4/12/2000,26.95,32.34,24.37,12.12,13.19,63.77,37.06,21.92,30.6,21.01,26.3,25.08,19.27,42.25,41.65,30.97,11125.13
4/13/2000,26.98,31.32,23.96,11.72,12.85,62.01,36.83,21.7,29.78,19.75,26.68,25.04,19.32,40.01,40.07,30.34,10923.55
4/14/2000,25.86,28.74,22.91,11.3,12.79,58.86,33.6,20.87,27.8,19.42,25.77,23.42,17.51,38.57,36.69,30.05,10305.77
4/17/2000,25.59,28.74,22.87,11.42,13.19,62.71,37.4,22.06,27.71,19.49,26.12,23.97,19.18,36.65,36.03,29.95,10582.51
4/18/2000,25.59,30.02,22.51,11.23,13.23,62.5,39.23,23.2,28.37,18.81,26.86,25.45,18.45,37.61,35.94,30.53,10767.42
4/19/2000,25.75,29.92,24.13,10.58,13.38,58.86,36.21,23.41,27.49,19.13,27.97,24.86,18.45,37.61,36.65,31.65,10674.96
4/20/2000,26.27,30.73,25.95,10.69,13.45,58.3,35.09,23.23,27.25,20.72,28.28,24.94,19.25,37.53,38.49,32.66,10844.05
4/24/2000,27.73,32.25,24.53,10.97,13.5,59.7,35.31,23.88,26.35,22.57,29.16,21.05,19.69,38.13,39.28,31.11,10906.1
4/25/2000,26.71,33.96,25.26,11.28,13.74,63.06,38.01,24,27.51,22.42,29.39,21.92,17.94,37.77,39.82,31.31,11124.82
4/26/2000,25.33,33.23,25.87,11.18,13.45,61.94,36.74,23.55,26.94,22.5,29.16,21.48,16.97,38.73,39.19,32.76,10945.5
4/27/2000,24.9,33.31,25.79,11.28,13.13,62.01,38.11,23.63,26.04,22.46,28.98,22.06,17,37.65,38.49,32.18,10888.1
4/28/2000,24.67,32.13,25.71,11.09,12.85,62.5,38.56,23.48,25.42,22.03,28.17,22.04,16.69,36.17,36.94,33.72,10733.91
5/1/2000,24.76,32.53,25.3,10.92,12.58,62.78,38.66,23.54,25.99,22.5,27.39,23.2,16.68,35.93,38.65,32.47,10811.78
5/2/2000,24.76,31.82,24.57,11.14,12.58,62.43,36.85,23.96,26.83,22.68,28.07,22.08,16.71,36.37,38.44,33.24,10731.12
5/3/2000,24.44,30.52,24.17,10.93,13.19,60.61,36.22,23.7,26.17,21.59,27.69,22.29,16.93,34.57,35.65,31.89,10480.13
5/4/2000,24.33,31.11,24.73,10.67,13.19,60.33,36.37,23.64,25.82,20.69,27.24,22.25,16.88,33.61,34.02,30.68,10412.49
5/5/2000,24.69,31.51,25.58,10.99,12.8,60.47,37.53,23.91,25.44,20.65,28.07,22.47,17,34.13,34.23,30.58,10577.86
5/8/2000,24.86,32.68,24.77,10.95,13.19,61.6,35.78,24.98,25.38,20.72,28.33,22.06,17.09,34.29,34.94,31.36,10603.63
5/9/2000,24.49,31.81,24.81,10.69,13.74,61.18,35.57,24.76,24.98,21.41,27.95,21.43,17.53,33.61,35.36,31.5,10536.75
5/10/2000,24.47,30.81,23.97,10.79,14.37,57.81,32.26,24.34,24.23,22.35,27.57,20.91,17.93,34.57,37.82,31.74,10367.78
5/11/2000,24.47,31.92,24.26,10.92,14.57,58.62,35.15,24.5,24.67,22.1,27.67,21.44,18.15,34.49,37.36,31.79,10545.97
5/12/2000,24.17,32.4,24.17,11.07,14.22,58.62,34.98,24.34,25.25,21.74,27.62,21.74,17.91,34.57,37.9,31.55,10609.37
5/15/2000,24.47,33.65,24.17,11.41,14.08,58.48,35.93,24.55,26.3,22.1,28.22,21.92,18.12,36.17,38.03,31.55,10807.78
5/16/2000,25.65,32.96,24.3,11.32,13.31,61.18,37.07,24.85,26.17,22.68,28.78,21.96,18.01,34.21,38.69,32.61,10934.57
5/17/2000,25.22,32.84,24.3,11.25,13.13,60.55,37.47,24.78,26.08,22.61,28.3,21.39,18.15,33.45,37.61,32.66,10769.74
5/18/2000,24.95,33.41,24.46,10.92,13.45,59.53,37.7,25.19,26.48,22.35,28.35,20.91,18.08,32.97,38.65,31.84,10777.28
5/19/2000,24.22,32.44,24.01,11.27,13.62,59.74,35.85,25.35,25.55,21.88,29.36,20.56,18.17,33.01,38.07,31.74,10626.85
5/22/2000,24.13,32,23.77,11.3,13.79,61.32,36.01,24.82,25.44,22.5,29.31,20.28,18.12,32.25,38.28,31.6,10542.55
5/23/2000,24.11,32.72,24.13,11.11,13.6,60.27,33.42,24.85,25.77,22.64,29.92,19.96,17.98,31.85,38.15,30.97,10422.27
5/24/2000,25.28,32.24,25.27,11.16,14.33,61.53,35.7,25.69,25.25,22.42,30.25,20.71,18.4,29.93,37.94,30.39,10535.35
5/25/2000,24.34,31.51,24.95,10.7,14.33,59.78,35.04,25.52,24.76,21.59,30.28,19.43,18.42,29.77,36.69,30.78,10323.92
5/26/2000,24.08,31.63,24.87,10.72,14.84,60.02,35.76,25.18,24.85,21.85,30.23,19.41,18.5,30.01,36.03,30.82,10299.24
5/30/2000,24.4,32.64,25.72,10.77,14.66,62.27,38.25,25.41,25.91,21.16,30.4,20.02,18.47,30.25,35.61,32.37,10527.13
5/31/2000,24.58,34.82,25.39,10.76,14.52,60.23,37.93,25.57,26.33,20.72,30.37,19.77,18.57,31.37,38.44,32.61,10522.33
6/1/2000,24.33,34.74,26.17,11.18,14.49,59.5,39.45,25.05,27.18,20.62,29.48,20.4,18.33,31.93,38.03,32.27,10652.2
6/2/2000,24.17,36.43,25.92,11.55,14.3,61.07,40.82,24,28.44,20.91,28.06,20.95,17.88,34.33,39.4,31.26,10794.76
6/5/2000,24.38,35.87,25.31,11.25,14.15,63.32,40.32,24,27.98,20.54,28.16,21.13,17.68,33.53,39.57,31.4,10815.3
6/6/2000,23.59,34.82,25.92,10.99,14.1,63.07,39.41,24.03,27.14,20.33,28.33,22,17.67,32.25,38.86,31.6,10735.57
6/7/2000,23.43,36.39,25.07,10.92,14.42,67.92,39.22,23.91,27.1,20.18,28.7,22.27,17.28,32.37,38.61,31.07,10812.86
6/8/2000,23.43,35.46,24.82,10.72,14.37,67.21,38.38,24.25,26.96,20.51,28.21,21.74,16.06,31.93,37.94,31.26,10668.72
6/9/2000,23.48,34.7,25.47,10.76,14.23,67.18,38.65,24.6,25.84,19.6,28.44,21.74,15.92,30.85,36.03,32.13,10614.06
6/12/2000,23.49,34.6,24.78,10.86,14.32,66.7,38.04,24.22,25.69,18.88,28.47,21.13,15.75,29.45,35.19,31.48,10564.21
6/13/2000,23.47,35.14,25.23,10.48,14.57,66.97,40,25.14,25.48,18.74,29.89,21.44,15.92,31.64,36.69,31.07,10621.84
6/14/2000,24.13,36.59,25.23,10.58,14.47,65.11,38.46,25.64,26.47,18.37,29.69,22.27,15.92,32.68,36.82,31.5,10687.95
6/15/2000,24.77,35.78,26.25,10.41,15.25,65.56,39.01,25.89,25.81,18.59,29.64,22.87,15.85,32.6,37.07,32.47,10714.82
6/16/2000,24.2,33.21,25.52,10.11,15.15,63.57,38.35,25.59,24.02,18.12,28.9,22.93,15.5,31.92,35.98,31.84,10449.3
6/19/2000,23.93,34.5,25.35,9.88,14.86,67.56,41.52,25.77,24.78,18.23,29.33,23.28,15.67,32.04,36.32,32.42,10557.84
6/20/2000,23.56,34.82,25.56,9.86,14.45,65.32,42.07,25.3,25.34,18.23,28.85,23.68,15.43,31.32,36.4,32.27,10435.16
6/21/2000,24.72,33.93,25.88,9.88,14.6,64.27,42.28,25.68,24.85,18.12,29.48,25.49,15.24,31.12,36.02,32.27,10497.74
6/22/2000,24.67,34.45,25.31,9.69,15.32,62.76,40.78,25.3,24.52,18.19,29,25.24,15.12,30.68,35.06,32.08,10376.12
6/23/2000,24.2,34.58,25.92,9.74,15.8,62.79,40.87,25.64,24.78,18.88,29.56,24.55,15.34,30.76,35.9,30.63,10404.75
6/26/2000,24.51,36.23,25.84,9.79,16.1,64.21,40.82,27.28,25.15,19.35,30.22,25.12,15.54,30.19,35.9,31.31,10542.99
6/27/2000,24.83,34.94,26,10.04,15.8,61.6,39.96,27.98,,18.92,30.22,24.9,15.54,31.76,37.94,30.92,10504.46
6/28/2000,24.67,34.33,26.35,10.17,16.39,63.86,40.27,28.02,24.87,18.64,30.12,24.94,15.51,30.84,37.39,30.27,10527.79
6/29/2000,24.52,33.85,26.61,9.84,16.12,63.99,40.08,28.16,25.18,18.08,30.16,24.39,14.98,30.68,36.15,30.53,10398.04
6/30/2000,23.79,33.61,27.18,9.53,15.68,61.5,40.66,29.1,24.35,19.06,31.19,25.28,15.85,32,38.49,30,10447.89
7/3/2000,24.09,33.77,27.1,10.12,15.88,61.46,41.63,28.87,25.32,18.81,31.12,25.28,15.61,31.84,37.99,29.81,10560.67
7/5/2000,25.37,33.67,27.83,9.9,16.04,58.93,40.04,28.85,25.42,18.41,31.42,24.8,15.54,32.2,38.07,29.42,10483.6
7/6/2000,24.81,33.55,27.95,9.79,16.09,56.83,41.56,28.48,25.56,18.63,30.68,25.57,15.43,32.84,38.4,28.99,10481.47
7/7/2000,24.68,34.72,28.44,9.54,16.04,58.97,42.38,28.5,26.65,18.81,30.27,25.91,15.33,35.56,41.12,29.37,10635.98
7/10/2000,24.99,35.44,27.95,9.63,15.71,57.99,41.92,28.62,26.49,18.66,30.48,25.1,15.48,36.84,40.91,29.23,10646.58
7/11/2000,25.49,34.92,28.81,10.16,15.34,57.25,42.22,28.62,26.99,18.84,30.4,25,15.4,36.92,41.41,27.83,10727.19
7/12/2000,25.81,35.52,28.52,10.28,15.32,58.72,42.95,28.02,26.92,18.52,29.87,25.37,15.4,36.76,40.74,27.88,10783.76
7/13/2000,25.67,35.56,28.97,10.11,15.81,58.37,43.55,27.21,27.02,18.23,28.14,25.26,15.24,36,39.49,28.7,10788.71
7/14/2000,25.19,36.53,28.89,10.05,15.73,58.34,44.62,26.23,27.95,18.16,27.37,24.94,15.64,36.16,39.74,28.94,10812.75
7/17/2000,25.01,36.37,28.58,10.05,15.65,59.22,44.5,26.95,27.7,18.12,27.42,24.7,15.68,36.44,40.55,28.26,10804.27
7/18/2000,25.22,35.65,29.33,10.72,15.88,57.99,43.5,27.14,27.12,18.12,27.02,24.8,16.27,36.76,40.11,27.64,10739.92
7/19/2000,24.79,35.56,29.82,10.77,16.51,61.04,42.01,26.62,26.99,18.16,26.56,23.1,16.61,36.6,40.07,28.6,10696.08
7/20/2000,24.79,36.74,29.94,10.52,16.51,65.81,43.4,26.25,27.32,18.34,26.08,23.64,16.58,37.2,40.07,29.86,10843.87
7/21/2000,24.76,38.27,30.43,10.36,16.61,64.41,42.03,26.35,28.08,17.87,25.95,22.85,16.61,36.6,39.86,28.94,10733.56
7/24/2000,25.53,36.86,31.28,10.29,16.17,63.14,41.98,26.98,27.45,17.51,28.31,22.29,16.58,35.88,38.36,28.31,10682.12
7/25/2000,25.31,36.09,31.61,10.19,16.17,62.86,42.85,26.71,27.29,18.12,28.86,21.8,17.03,35.24,39.53,28.99,10699.97
7/26/2000,25.38,35.93,31.2,9.87,16.05,61.67,42.28,25.78,26.29,18.34,28.49,21.43,16.76,34.32,39.24,29.42,10516.48
7/27/2000,25.51,37.66,31.37,9.9,16.5,61.92,41.67,26.24,26.55,18.63,29.45,21.92,16.74,35.08,40.11,29.37,10586.13
7/28/2000,26.08,36.17,31.73,9.67,17.11,62.76,39.28,26.76,25.76,18.52,29.62,22.02,16.63,33.76,39.2,29.28,10511.17
7/31/2000,25.81,36.61,31.73,9.67,16.73,63,40.61,26.59,26.52,18.34,29.17,22.06,16.02,33.16,36.9,29.81,10521.98
8/1/2000,25.62,36.78,31.65,9.74,17.2,62.02,39.31,27.09,27.49,18.88,30.16,21.7,16.51,33.32,36.4,30.53,10606.95
8/2/2000,25.87,37.06,32.42,9.94,17.18,64.13,38.52,27.57,27.39,19.35,30.53,21.92,16.35,34.04,36.11,31.02,10687.53
8/3/2000,25.78,37.46,31.85,9.96,17.2,65.11,39.59,27.71,26.75,19.24,30.62,22.2,16.31,33.16,35.98,32.85,10706.58
8/4/2000,25.8,38.63,31.85,9.89,16.96,65.04,38.07,27.59,27.92,19.31,30.04,21.84,16.12,34.6,35.36,32.8,10767.75
8/7/2000,26.05,37.66,31.89,10.42,16.75,65.28,38.3,27.67,28.52,19.49,29.73,22.12,16.05,35.24,36.82,31.74,10867.01
8/8/2000,26.19,37.95,31.57,10.9,16.63,66.8,37.5,27.62,28.48,19.39,29.45,23.42,15.88,36.52,38.49,31.98,10976.89
8/9/2000,26.51,38.51,31.13,10.67,16.33,66.73,38.68,27.09,27.85,18.92,28.72,23.46,15.82,37.16,35.81,31.45,10905.83
8/10/2000,27.19,37.87,31.86,10.65,16.65,67.29,37.73,27.83,27.62,18.99,29.09,22.95,15.96,35.32,34.06,31.31,10908.76
8/11/2000,27.73,38.59,32.35,10.97,16.99,67.78,38.83,27.95,27.69,19.35,29.47,22.89,16.37,35.84,34.81,31.4,11027.8
8/14/2000,27.43,38.75,32.27,11.09,17.21,69.26,40.73,27.8,28.08,19.28,29.65,22.81,16.65,37.8,35.31,31.65,11176.14
8/15/2000,27.19,38.23,30.8,10.98,16.92,68.56,41.3,27.45,27.59,18.77,29.81,22.63,17.63,34.28,34.44,31.31,11067
8/16/2000,27.1,37.02,30.11,10.97,16.56,68.77,41.42,27.95,26.82,18.74,29.97,22.43,17.63,32.68,33.35,30.82,11008.39
8/17/2000,27.3,37.78,29.91,10.86,16.29,68.84,42.64,27.71,26.99,18.08,30.09,22.61,17.49,32.88,33.39,31.07,11055.64
8/18/2000,27.26,37.78,29.79,10.84,16.46,67.68,42.94,27.64,27.02,18.27,29.31,22.43,17.7,32.92,33.98,30.24,11046.48
8/21/2000,27.21,38.19,31.13,10.7,16.33,68.24,43.85,27.8,27.12,18.27,29.26,22.31,17.75,32.6,32.73,29.71,11079.81
8/22/2000,27.6,37.42,32.15,10.74,15.83,68.21,43.89,28.02,28.08,18.12,29.51,22.51,18.02,32.8,32.81,29.33,11139.15
8/23/2000,27.66,37.02,32.96,10.54,16.05,69.26,45.41,27.79,28.92,18.05,29.41,22.35,18.07,32.92,32.81,28.94,11144.65
8/24/2000,27.34,36.49,34.96,10.7,15.81,70.14,45.18,27.59,28.35,17.58,29.51,22.47,17.68,32.32,33.02,29.28,11182.74
8/25/2000,27.61,36.53,35.29,10.68,15.28,72.49,44.39,27.36,27.72,17.58,29.69,22.31,17.63,32.36,33.73,29.47,11192.63
8/28/2000,27.43,38.67,34.72,10.56,15.56,73.9,44.96,27.16,28.05,17.58,29.5,22.53,17.63,32.04,33.06,29.42,11252.84
8/29/2000,27.29,38.27,34.11,10.81,15.37,74.67,45.07,26.66,27.62,17.61,28.98,22.41,17.56,31.86,33.02,29.71,11215.1
8/30/2000,26.92,38.07,34.23,10.67,14.81,73.23,44.73,26.16,28.35,17.58,29.1,22.12,17.44,31.02,32.35,29.66,11103.01
8/31/2000,26.82,38.12,34.97,10.44,14.37,74.18,45.56,26.36,29.75,17.3,28.59,22.06,17.37,30.82,31.81,30.11,11215.1
9/1/2000,26.67,37.74,35.69,10.59,14.81,75.09,44.99,26.55,29.98,17.11,28.3,22.18,17.25,31.14,32.56,30.15,11238.78
9/5/2000,26.6,38.59,36.14,10.81,15.37,73.72,42.14,26.73,30.41,17.18,27.47,22.16,17.56,32.14,33.23,29.86,11260.61
9/6/2000,27.14,38.75,37.69,10.98,14.82,73.86,39.98,26.73,29.81,17.43,27,21.94,17.83,32.46,33.39,30.92,11310.64
9/7/2000,26.42,38.31,38.14,10.81,14.74,74.95,41.04,26.78,30.48,17.07,27.51,22.14,17.6,32.38,34.06,32.08,11259.87
9/8/2000,25.93,39.16,37.89,10.74,14.89,72.77,39.78,27.08,30.78,16.64,27.63,21.9,17.83,33.95,34.81,31.11,11220.65
9/11/2000,25.65,39.92,38.22,10.88,14.47,69.96,39.37,27.23,30.61,16.42,27.79,21.74,17.61,34.79,36.32,30.87,11195.49
